date,open,high,low,close,volume,Name
2013-09-09,37.22,37.72,37.015,37.16,4065739,BBY
2013-09-09,25.99,26.14,25.84,25.94,1494866,CMS
2013-09-09,40.04,40.36,40.02,40.34,1082813,WM
2013-09-09,32.9,33.52,32.81,33.14,1851569,FL
2013-09-09,417.99,421.9,416.44,416.5,157755,AZO
2013-09-09,34.11,34.53,33.97,34.51,675656,BF.B
2013-09-09,63.18,64.06,62.66,63.64,639775,VRSK
2013-09-09,42.64,42.77,42.41,42.67,2010804,AEP
2013-09-09,40.48,41.31,40.41,41.14,3375948,GPS
2013-09-09,60.4,60.5,60.07,60.26,1839401,K
2013-09-09,29.39,29.6,29.18,29.355,567484,CNC
2013-09-09,46.48,46.62,45.71,46.11,1818138,DISH
2013-09-09,39.39,39.84,39.25,39.75,3656733,TXN
2013-09-09,30.49,30.75,30.07,30.38,6395910,NEM
2013-09-09,30.34,30.42,30.04,30.25,4326970,EXC
2013-09-09,50.76,51.55,50.53,50.641,5147888,EXPE
2013-09-09,77.19,77.89,76.75,77.29,1118907,EMN
2013-09-09,228.56,230.17,228.45,229.33,64493,MTD
2013-09-09,17.11,17.41,17.1,17.31,38467666,F
2013-09-09,137.4,138.44,135.58,135.9,903609,AGN
2013-09-09,63.18,64.15,63.04,64.13,1675213,NBL
2013-09-09,44.18,44.31,43.87,43.9,1683860,AME
2013-09-09,78.18,78.58,78.08,78.42,2641758,NOV
2013-09-09,25.88,26.0,25.57,25.78,2901644,PWR
2013-09-09,16.3,16.52,16.22,16.509,2236868,ETFC
2013-09-09,48.73,49.23,48.68,49.17,1820002,DFS
2013-09-09,100.16,101.91,100.07,100.98,724972,CXO
2013-09-09,39.06,39.624,38.88,39.162,4772680,CF
2013-09-09,17.06,17.14,16.93,17.04,3344694,ATVI
2013-09-09,75.755,76.07,75.5,75.85,1066893,RTN
2013-09-09,80.1,80.3,79.85,80.23,1647280,NEE
2013-09-09,173.85,175.85,173.05,174.91,381605,SHW
2013-09-09,53.4,54.55,53.4,54.48,441059,AIZ
2013-09-09,26.08,26.37,26.045,26.35,1867051,NRG
2013-09-09,68.0,68.75,67.51,68.48,412977,SIG
2013-09-09,28.425,29.045,28.425,29.0,1841032,CHD
2013-09-09,43.88,44.44,43.5,44.43,3287461,ABBV
2013-09-09,79.03,80.55,78.9501,79.578,501061,ILMN
2013-09-09,130.3,132.29,129.28,132.11,1198441,PVH
2013-09-09,41.98,42.215,41.805,42.14,1667382,GRMN
2013-09-09,35.2461,35.8115,35.2356,35.644,1577840,JCI
2013-09-09,88.99,89.85,88.98,89.7,2688147,OXY
2013-09-09,42.82,43.31,42.71,43.15,249745,IQV
2013-09-09,26.96,27.45,26.95,27.44,12704330,MS
2013-09-09,47.0334,47.6334,46.9267,47.62,273731,TMK
2013-09-09,45.21,45.83,45.15,45.61,426390,CBOE
2013-09-09,26.55,27.28,26.51,27.26,988488,LUK
2013-09-09,65.01,65.24,64.4675,65.05,2130206,AET
2013-09-09,21.105,21.145,21.045,21.125,769558,HRL
2013-09-09,46.35,46.4,45.82,45.91,12732598,VZ
2013-09-09,74.11,74.55,73.78,74.25,2632130,UNH
2013-09-09,70.21,70.72,70.0,70.7,1762242,BAX
2013-09-09,32.11,32.24,32.0337,32.22,2425181,SYY
2013-09-09,18.56,18.8899,18.55,18.74,8689198,MGM
2013-09-09,53.62,53.97,53.61,53.95,2565467,TJX
2013-09-09,87.83,88.36,87.64,88.15,855738,DOV
2013-09-09,23.92,24.42,23.92,24.22,3096239,NFX
2013-09-09,30.57,30.71,30.36,30.67,1146260,NDAQ
2013-09-09,40.74,41.25,40.74,41.06,1592453,MAR
2013-09-09,114.17,115.47,113.929,115.35,1262032,COST
2013-09-09,70.14,71.71,70.14,71.48,3323516,YUM
2013-09-09,47.51,47.92,47.51,47.65,996874,DRI
2013-09-09,31.37,31.96,31.33,31.84,9350298,FCX
2013-09-09,181.89,183.1,181.0,182.21,636960,PXD
2013-09-09,14.31,14.41,14.24,14.375,2084165,PBCT
2013-09-09,41.95,42.33,41.95,42.3,7220069,BMY
2013-09-09,87.64,88.54,87.61,88.13,451865,SWK
2013-09-09,20.21,20.415,20.06,20.38,3672626,KIM
2013-09-09,30.37,30.65,30.32,30.65,1406824,UNM
2013-09-09,78.75,80.34,78.75,80.22,699470,GPC
2013-09-09,108.33,109.8,107.96,109.72,325312,KSU
2013-09-09,60.07,61.39,60.07,61.18,1578443,SPGI
2013-09-09,118.18,119.25,118.18,119.25,776472,PX
2013-09-09,34.45,34.59,34.35,34.59,22729441,MO
2013-09-09,64.91,66.38,64.91,65.89,1172490,FLR
2013-09-09,35.29,35.71,35.27,35.6,13375814,WMB
2013-09-09,125.01,127.11,125.01,126.7,550717,CHTR
2013-09-09,54.49,55.33,54.24,55.13,893231,PCAR
2013-09-09,72.03,72.72,71.9329,72.45,987557,VAR
2013-09-09,51.31,51.48,50.73,51.35,1077540,KMX
2013-09-09,44.0,44.75,43.34,44.31,10162541,MOS
2013-09-09,22.41,23.25,22.37,23.24,1845970,CBG
2013-09-09,22.165,22.56,22.125,22.515,1096350,BLL
2013-09-09,56.63,58.0,56.63,57.59,2370779,MSI
2013-09-09,59.48,60.0,59.39,59.72,501672,EFX
2013-09-09,40.76,40.76,40.04,40.32,3211330,XRX
2013-09-09,30.01,30.31,29.95,30.23,1304647,XL
2013-09-09,93.03,93.61,92.8,93.61,1537123,KMB
2013-09-09,56.6,57.8,56.55,57.74,1210700,LB
2013-09-09,77.71,78.78,77.67,78.72,1952766,PRU
2013-09-09,31.75,32.16,31.65,32.02,743888,FLIR
2013-09-09,143.42,146.36,143.33,145.35,1020899,WYNN
2013-09-09,15.4,15.69,15.3,15.615,32719074,MU
2013-09-09,77.93,78.81,77.72,78.46,973825,DISCA
2013-09-09,68.48,69.5,68.48,69.49,1835558,EL
