date,open,high,low,close,volume,Name
2013-09-09,73.48,74.24,73.18,73.66,405831,JBHT
2013-09-09,99.2,101.88,98.45,101.35,912905,ULTA
2013-09-09,17.34,17.8,17.31,17.8,5331895,HST
2013-09-09,58.73,58.88,58.34,58.77,4851616,CVS
2013-09-09,79.13,82.16,78.25,81.93,1316856,VRTX
2013-09-09,19.72,20.5,19.72,20.47,3799301,MAS
2013-09-09,49.24,50.485,49.235,50.26,7856278,HAL
2013-09-09,62.33,63.17,62.33,62.7,1372457,HOG
2013-09-09,123.59,124.41,122.23,123.23,1099143,PRGO
2013-09-09,62.2,63.52,61.83,63.3,992929,ARE
2013-09-09,23.88,24.45,23.82,24.24,12515657,ARNC
2013-09-09,18.13,18.42,18.12,18.35,4102062,WU
2013-09-09,57.07,57.92,57.02,57.47,3102606,PSX
2013-09-09,145.54,148.44,145.35,148.44,1889481,SPG
2013-09-09,49.38,50.695,49.34,50.67,869140,RMD
2013-09-09,36.89,37.18,36.55,36.59,6091976,VLO
2013-09-09,25.89,26.26,25.89,25.91,2075107,IRM
2013-09-09,26.1,26.5,26.1,26.4,9518175,CHK
2013-09-09,46.57,46.57,45.94,46.16,3341242,ANDV
2013-09-09,73.59,73.81,73.15,73.66,3189517,AXP
2013-09-09,47.11,47.27,46.99,47.25,1931658,ADBE
2013-09-09,121.21,122.47,121.21,122.22,4482018,CVX
2013-09-09,18.25,18.5,18.13,18.38,9006825,FITB
2013-09-09,81.55,82.0,81.085,81.825,3750896,EOG
2013-09-09,57.83,58.44,57.83,58.42,1250302,CHRW
2013-09-09,90.77,91.5,90.7201,91.11,1130845,TMO
2013-09-09,153.05,156.92,152.69,156.9,669168,PSA
2013-09-09,79.87,80.83,79.81,80.7,725581,ZBH
2013-09-09,258.93,264.38,258.09,263.96,265603,GWW
2013-09-09,64.45,65.595,64.25,65.45,2007815,INTU
2013-09-09,74.81,75.14,74.23,74.97,1181140,NSC
2013-09-09,18.19,19.34,18.19,19.28,10616732,DHI
2013-09-09,65.56,66.24,65.27,66.1,2468690,DTE
2013-09-09,42.01,42.72,41.86,42.71,828683,EXR
2013-09-09,48.955,49.375,48.955,49.24,1737090,BWA
2013-09-09,67.82,68.17,67.43,68.11,1904832,STT
2013-09-09,68.25,68.92,68.05,68.87,5166011,COP
2013-09-09,33.79,33.99,33.51,33.56,4558488,CAG
2013-09-09,53.45,53.76,53.28,53.69,1336290,DLTR
2013-09-09,83.0,84.5,83.0,83.88,2549408,DE
2013-09-09,35.82,36.27,35.82,36.11,2482135,ADM
2013-09-09,9.59,9.6,9.43,9.54,15266966,RF
2013-09-09,52.32,52.67,52.13,52.45,1512506,KSS
